1.000000000000000082e-05,1.046559152246598172e-02,4.058496530106705906e-03,0.000000000000000000e+00
2.700000000000000035e-04,2.825709711065815255e-01,1.095794063128810586e-01,0.000000000000000000e+00
1.000000000000000082e-05,-1.122328017121880170e-02,1.475931713587572483e-03,0.000000000000000000e+00
1.000000000000000082e-05,-1.122328017121880170e-02,1.475931713587572483e-03,0.000000000000000000e+00
1.000000000000000048e-04,-1.122328017121880239e-01,1.475931713587572483e-02,0.000000000000000000e+00
1.000000000000000082e-05,-1.122328017121880170e-02,1.475931713587572483e-03,0.000000000000000000e+00
6.000000000000000830e-05,-6.733968102731280325e-02,8.855590281525436633e-03,0.000000000000000000e+00
1.000000000000000082e-05,-1.122328017121880170e-02,1.475931713587572483e-03,0.000000000000000000e+00
2.100000000000000087e-04,-8.811242025876979411e-02,8.617007767503365168e-02,0.000000000000000000e+00
1.000000000000000082e-05,-4.195829536131894834e-03,4.103337032144459273e-03,0.000000000000000000e+00
1.700000000000000122e-04,-7.132910211424220437e-02,6.975672954645581458e-02,0.000000000000000000e+00
6.000000000000000830e-05,-2.517497721679137074e-02,2.462002219286675564e-02,0.000000000000000000e+00
1.000000000000000082e-05,-4.195829536131894834e-03,4.103337032144459273e-03,0.000000000000000000e+00
1.000000000000000082e-05,-4.195829536131894834e-03,4.103337032144459273e-03,0.000000000000000000e+00
3.300000000000000524e-04,-1.384623746923525356e-01,-1.354101220607671630e-01,0.000000000000000000e+00
1.000000000000000082e-05,-4.195829536131894834e-03,-4.103337032144459273e-03,0.000000000000000000e+00
1.300000000000000157e-04,-5.454578396971463544e-02,-5.334338141787797749e-02,0.000000000000000000e+00
2.100000000000000087e-04,8.751070950893011235e-02,-1.116745231848534636e-01,0.000000000000000000e+00
4.000000000000000327e-05,-1.162455729527995911e-02,2.826431972633192471e-02,0.000000000000000000e+00
2.000000000000000164e-05,3.380425223031562065e-02,-1.598017912499736029e-02,0.000000000000000000e+00
1.000000000000000082e-05,1.690212611515781033e-02,-7.990089562498680145e-03,0.000000000000000000e+00
