1.000000000000002623e-05,9.077747284235753583e-03,6.602613440415167241e-03,0.000000000000000000e+00
2.700000000000000035e-04,2.450991766743647327e-01,1.782705628912090723e-01,0.000000000000000000e+00
9.000000000000001922e-05,8.169972555812159143e-02,5.942352096373636205e-02,0.000000000000000000e+00
3.900000000000000471e-04,5.449656169262111494e-01,-5.102090757275175303e-02,0.000000000000000000e+00
1.199999999999999895e-04,1.684967463032584489e-01,2.518778489403383000e-03,0.000000000000000000e+00
4.200000000000000174e-04,7.325762471502386686e-02,9.642679347916650878e-02,0.000000000000000000e+00
1.300000000000000157e-04,2.267497907845977129e-02,2.984638845783725222e-02,0.000000000000000000e+00
6.000000000000000559e-04,1.046537495928912403e-01,1.377525621130950007e-01,0.000000000000000000e+00
1.400000000000000419e-04,2.441920823834129589e-02,3.214226449305550987e-02,0.000000000000000000e+00
6.099999999999999737e-04,1.063979787527727511e-01,1.400484381483132479e-01,0.000000000000000000e+00
1.500000000000000682e-04,2.616343739822282050e-02,3.443814052827376404e-02,0.000000000000000000e+00
7.500000000000000156e-04,1.308171869911140539e-01,1.721907026413687647e-01,0.000000000000000000e+00
1.600000000000000944e-04,2.790766655810434510e-02,3.673401656349202515e-02,0.000000000000000000e+00
7.599999999999999334e-04,1.325614161509955646e-01,1.744865786765869842e-01,0.000000000000000000e+00
1.700000000000001206e-04,2.965189571798586970e-02,3.902989259871027933e-02,0.000000000000000000e+00
7.699999999999999597e-04,1.343056453108770754e-01,1.767824547118052314e-01,0.000000000000000000e+00
1.800000000000001469e-04,3.139612487786739431e-02,4.132576863392853350e-02,0.000000000000000000e+00
7.799999999999999859e-04,-6.554613787370846545e-01,-5.051843244266593924e-01,0.000000000000000000e+00
4.400000000000001783e-04,9.717685558277596022e-04,-3.913063955297363394e-01,0.000000000000000000e+00
7.900000000000000121e-04,1.744766270690749571e-03,-7.025728465192990768e-01,0.000000000000000000e+00
4.499999999999999877e-04,9.938542048238446953e-04,-4.001997227008665670e-01,0.000000000000000000e+00
8.000000000000000383e-04,-1.128628455530371680e-02,-6.925809461556853286e-01,0.000000000000000000e+00
4.600000000000000139e-04,-6.489613619299636725e-03,-3.982340440395190084e-01,0.000000000000000000e+00
8.200000000000000908e-04,-1.156844166918631102e-02,-7.098954698095774063e-01,0.000000000000000000e+00
4.700000000000000401e-04,-6.630692176240933836e-03,-4.068913058664651028e-01,0.000000000000000000e+00
8.300000000000001170e-04,-8.191128932184034428e-02,-3.787855074090049623e-01,0.000000000000000000e+00
6.199999999999999999e-04,-6.118674624041085114e-02,-2.829482103537144799e-01,0.000000000000000000e+00
8.400000000000001433e-04,-8.289817232571794481e-02,-3.833491882211616519e-01,0.000000000000000000e+00
6.300000000000000261e-04,-6.217362924428845167e-02,-2.875118911658712251e-01,0.000000000000000000e+00
8.500000000000001695e-04,-8.388505532959554534e-02,-3.879128690333183416e-01,0.000000000000000000e+00
6.400000000000000524e-04,-6.316051224816604526e-02,-2.920755719780279147e-01,0.000000000000000000e+00
9.399999999999999719e-04,5.588508053821829996e-02,-8.137125690791890964e-01,0.000000000000000000e+00
6.500000000000000786e-04,3.864393867004457112e-02,-5.626735850015669449e-01,0.000000000000000000e+00
9.499999999999999981e-04,5.647960267160360287e-02,-8.223690857715209024e-01,0.000000000000000000e+00
6.600000000000001048e-04,1.153760754410622785e-01,-3.462056142970817429e-01,0.000000000000000000e+00
9.600000000000000243e-04,1.678197460960905718e-01,-5.035718026139369696e-01,0.000000000000000000e+00
8.600000000000001957e-04,1.503385225444144879e-01,-4.511164065083186347e-01,0.000000000000000000e+00
9.700000000000000505e-04,1.695678684512581802e-01,-5.088173422244988142e-01,0.000000000000000000e+00
8.700000000000000051e-04,1.520866448995820686e-01,-4.563619461188803683e-01,0.000000000000000000e+00
9.799999999999999684e-04,1.713159908064257886e-01,-5.140628818350606588e-01,0.000000000000000000e+00
9.300000000000002709e-04,2.343014852706171158e-01,2.153794666185913087e-01,0.000000000000000000e+00
9.899999999999999946e-04,2.494177101267859020e-01,2.292749160778552175e-01,0.000000000000000000e+00
9.899999999999999946e-04,2.494177101267859020e-01,2.292749160778552175e-01,0.000000000000000000e+00
1.000000000000000021e-03,2.519370809361473618e-01,2.315908243210658690e-01,0.000000000000000000e+00
1.030000000000000100e-03,2.028902371536055460e-01,7.640144761710298757e-03,0.000000000000000000e+00
1.200000000000000112e-03,-2.031928240293612298e+00,6.620255410598375745e-01,0.000000000000000000e+00
1.040000000000000126e-03,-1.761004474921130658e+00,5.737554689185259127e-01,0.000000000000000000e+00
1.439999999999999874e-03,8.318496187759830685e-01,-3.747745557506895198e-01,0.000000000000000000e+00
1.050000000000000152e-03,6.065570136908211563e-01,-2.732731135682111567e-01,0.000000000000000000e+00
1.479999999999999979e-03,-4.454843048049897392e-01,-9.744185964167754177e-01,0.000000000000000000e+00
1.070000000000000204e-03,-3.220731122576615535e-01,-7.044783095715877463e-01,0.000000000000000000e+00
1.490000000000000005e-03,-4.484943338915099442e-01,-9.810025058520238650e-01,0.000000000000000000e+00
1.180000000000000059e-03,-3.551834322093837537e-01,-7.769013133593209997e-01,0.000000000000000000e+00
1.500000000000000031e-03,-4.515043629780301493e-01,9.875864152872724233e-01,0.000000000000000000e+00
1.240000000000000217e-03,-1.195479487554354403e+00,1.991680299043891988e+00,0.000000000000000000e+00
1.530000000000000110e-03,-1.475067432224324238e+00,2.457476498013833943e+00,0.000000000000000000e+00
1.309999999999999967e-03,-1.262966232819519252e+00,2.104113864312498361e+00,0.000000000000000000e+00
1.540000000000000136e-03,-1.484708395833633565e+00,2.473538435909349520e+00,0.000000000000000000e+00
1.330000000000000019e-03,-2.193413441283934784e+00,1.762474830218145661e+00,0.000000000000000000e+00
1.550000000000000162e-03,-2.556233709766991602e+00,2.054012020179042164e+00,0.000000000000000000e+00
1.430000000000000281e-03,-2.358331745139869984e+00,1.894991734745826051e+00,0.000000000000000000e+00
1.579999999999999807e-03,-2.605709200923771895e+00,2.093767091537345415e+00,0.000000000000000000e+00
1.500000000000000465e-03,2.473774557839024890e+00,1.987753567915202302e+00,0.000000000000000000e+00
1.589999999999999834e-03,2.622201031309365327e+00,2.107018781990113609e+00,0.000000000000000000e+00
1.520000000000000517e-03,2.506758218610211753e+00,2.014256948820738469e+00,0.000000000000000000e+00
1.599999999999999860e-03,2.638692861694958758e+00,2.120270472442881804e+00,0.000000000000000000e+00
1.550000000000000596e-03,2.556233709766992490e+00,2.054012020179042608e+00,0.000000000000000000e+00
1.739999999999999793e-03,2.869578487093267682e+00,2.305794138781633862e+00,0.000000000000000000e+00
